Image_Path,Cluster
/data/images/hit-images-final/artefacts/1637124.png,2
/data/images/hit-images-final/artefacts/9481418.png,0
/data/images/hit-images-final/artefacts/2516416.png,4
/data/images/hit-images-final/artefacts/1683495.png,7
/data/images/hit-images-final/artefacts/1660040.png,2
/data/images/hit-images-final/artefacts/2453176.png,2
/data/images/hit-images-final/artefacts/9481424.png,0
/data/images/hit-images-final/artefacts/9463884.png,0
/data/images/hit-images-final/artefacts/9421309.png,0
/data/images/hit-images-final/artefacts/1684649.png,7
/data/images/hit-images-final/artefacts/5212103.png,6
/data/images/hit-images-final/artefacts/2546751.png,2
/data/images/hit-images-final/artefacts/9417678.png,0
/data/images/hit-images-final/artefacts/9463853.png,0
/data/images/hit-images-final/artefacts/1650395.png,4
/data/images/hit-images-final/artefacts/9446379.png,2
/data/images/hit-images-final/artefacts/2409697.png,4
/data/images/hit-images-final/artefacts/2411755.png,7
/data/images/hit-images-final/artefacts/2497530.png,6
/data/images/hit-images-final/artefacts/9421296.png,0
/data/images/hit-images-final/artefacts/9415655.png,3
/data/images/hit-images-final/artefacts/9441953.png,0
/data/images/hit-images-final/artefacts/9441990.png,0
/data/images/hit-images-final/artefacts/1661570.png,8
/data/images/hit-images-final/artefacts/2546355.png,2
/data/images/hit-images-final/artefacts/9442255.png,2
/data/images/hit-images-final/artefacts/2516238.png,4
/data/images/hit-images-final/artefacts/2546351.png,8
/data/images/hit-images-final/artefacts/2498377.png,4
/data/images/hit-images-final/artefacts/9423122.png,2
/data/images/hit-images-final/artefacts/9415651.png,3
/data/images/hit-images-final/artefacts/1441422.png,4
/data/images/hit-images-final/artefacts/2427585.png,4
/data/images/hit-images-final/artefacts/9481965.png,0
/data/images/hit-images-final/artefacts/2454580.png,3
/data/images/hit-images-final/artefacts/2409693.png,4
/data/images/hit-images-final/artefacts/1643514.png,2
/data/images/hit-images-final/artefacts/5283018.png,4
/data/images/hit-images-final/artefacts/2474081.png,6
/data/images/hit-images-final/artefacts/9417668.png,0
/data/images/hit-images-final/artefacts/1627657.png,7
/data/images/hit-images-final/artefacts/9417654.png,0
/data/images/hit-images-final/artefacts/9423268.png,2
/data/images/hit-images-final/artefacts/2498954.png,4
/data/images/hit-images-final/artefacts/9421325.png,0
/data/images/hit-images-final/artefacts/1683491.png,7
/data/images/hit-images-final/artefacts/9482101.png,0
/data/images/hit-images-final/artefacts/1683485.png,7
/data/images/hit-images-final/artefacts/1636216.png,4
/data/images/hit-images-final/artefacts/9421682.png,0
/data/images/hit-images-final/artefacts/2453172.png,2
/data/images/hit-images-final/artefacts/2546594.png,6
/data/images/hit-images-final/artefacts/1669921.png,6
/data/images/hit-images-final/artefacts/1644130.png,4
/data/images/hit-images-final/artefacts/1642555.png,4
/data/images/hit-images-final/artefacts/2466137.png,3
/data/images/hit-images-final/artefacts/2520610.png,6
/data/images/hit-images-final/artefacts/1424898.png,4
/data/images/hit-images-final/artefacts/9481421.png,0
/data/images/hit-images-final/artefacts/2453173.png,2
/data/images/hit-images-final/artefacts/1683484.png,7
/data/images/hit-images-final/artefacts/1683490.png,7
/data/images/hit-images-final/artefacts/2446556.png,4
/data/images/hit-images-final/artefacts/9480717.png,0
/data/images/hit-images-final/artefacts/9431645.png,2
/data/images/hit-images-final/artefacts/1627871.png,2
/data/images/hit-images-final/artefacts/1627865.png,2
/data/images/hit-images-final/artefacts/9466047.png,8
/data/images/hit-images-final/artefacts/9423269.png,2
/data/images/hit-images-final/artefacts/1631785.png,8
/data/images/hit-images-final/artefacts/9403146.png,8
/data/images/hit-images-final/artefacts/9417655.png,0
/data/images/hit-images-final/artefacts/5265417.png,4
/data/images/hit-images-final/artefacts/9417669.png,0
/data/images/hit-images-final/artefacts/9487497.png,0
/data/images/hit-images-final/artefacts/2409686.png,4
/data/images/hit-images-final/artefacts/2409692.png,4
/data/images/hit-images-final/artefacts/9408826.png,8
/data/images/hit-images-final/artefacts/2427584.png,4
/data/images/hit-images-final/artefacts/9424499.png,0
/data/images/hit-images-final/artefacts/9415650.png,3
/data/images/hit-images-final/artefacts/9487454.png,0
/data/images/hit-images-final/artefacts/2456427.png,4
/data/images/hit-images-final/artefacts/9475198.png,8
/data/images/hit-images-final/artefacts/2423912.png,8
/data/images/hit-images-final/artefacts/1660680.png,2
/data/images/hit-images-final/artefacts/5282887.png,4
/data/images/hit-images-final/artefacts/1654519.png,4
/data/images/hit-images-final/artefacts/2498376.png,3
/data/images/hit-images-final/artefacts/1423932.png,4
/data/images/hit-images-final/artefacts/9441995.png,0
/data/images/hit-images-final/artefacts/9441981.png,0
/data/images/hit-images-final/artefacts/2546352.png,8
/data/images/hit-images-final/artefacts/2511550.png,8
/data/images/hit-images-final/artefacts/9441954.png,0
/data/images/hit-images-final/artefacts/1643729.png,7
/data/images/hit-images-final/artefacts/9423121.png,2
/data/images/hit-images-final/artefacts/2411752.png,7
/data/images/hit-images-final/artefacts/9415652.png,3
/data/images/hit-images-final/artefacts/2452680.png,4
/data/images/hit-images-final/artefacts/2498189.png,4
/data/images/hit-images-final/artefacts/2409684.png,4
/data/images/hit-images-final/artefacts/2454583.png,7
/data/images/hit-images-final/artefacts/2409690.png,4
/data/images/hit-images-final/artefacts/10228003.png,8
/data/images/hit-images-final/artefacts/2529568.png,7
/data/images/hit-images-final/artefacts/9463840.png,0
/data/images/hit-images-final/artefacts/9417657.png,0
/data/images/hit-images-final/artefacts/2581553.png,2
/data/images/hit-images-final/artefacts/1631778.png,8
/data/images/hit-images-final/artefacts/9424504.png,0
/data/images/hit-images-final/artefacts/9417680.png,0
/data/images/hit-images-final/artefacts/1683486.png,7
/data/images/hit-images-final/artefacts/1683492.png,7
/data/images/hit-images-final/artefacts/2540131.png,8
/data/images/hit-images-final/artefacts/2499888.png,7
/data/images/hit-images-final/artefacts/9421681.png,0
/data/images/hit-images-final/artefacts/2598200.png,7
/data/images/hit-images-final/artefacts/2436931.png,6
/data/images/hit-images-final/artefacts/2466135.png,3
/data/images/hit-images-final/artefacts/1625296.png,4
/data/images/hit-images-final/artefacts/5249458.png,4
/data/images/hit-images-final/artefacts/1688538.png,3
/data/images/hit-images-final/artefacts/1642557.png,4
/data/images/hit-images-final/artefacts/9425342.png,2
/data/images/hit-images-final/artefacts/1688539.png,7
/data/images/hit-images-final/artefacts/2466134.png,3
/data/images/hit-images-final/artefacts/2513554.png,4
/data/images/hit-images-final/artefacts/9481422.png,0
/data/images/hit-images-final/artefacts/9482103.png,0
/data/images/hit-images-final/artefacts/1683493.png,7
/data/images/hit-images-final/artefacts/1627325.png,2
/data/images/hit-images-final/artefacts/1637122.png,2
/data/images/hit-images-final/artefacts/1683487.png,7
/data/images/hit-images-final/artefacts/9421327.png,0
/data/images/hit-images-final/artefacts/2561303.png,6
/data/images/hit-images-final/artefacts/9431646.png,2
/data/images/hit-images-final/artefacts/9417681.png,0
/data/images/hit-images-final/artefacts/1634198.png,2
/data/images/hit-images-final/artefacts/9424505.png,8
/data/images/hit-images-final/artefacts/2581552.png,4
/data/images/hit-images-final/artefacts/9417656.png,0
/data/images/hit-images-final/artefacts/9403145.png,8
/data/images/hit-images-final/artefacts/2560974.png,9
/data/images/hit-images-final/artefacts/9463855.png,0
/data/images/hit-images-final/artefacts/9463699.png,0
/data/images/hit-images-final/artefacts/9463841.png,0
/data/images/hit-images-final/artefacts/9431054.png,8
/data/images/hit-images-final/artefacts/2598188.png,7
/data/images/hit-images-final/artefacts/2409691.png,4
/data/images/hit-images-final/artefacts/9408825.png,8
/data/images/hit-images-final/artefacts/2454582.png,3
/data/images/hit-images-final/artefacts/1482480.png,4
/data/images/hit-images-final/artefacts/2452681.png,4
/data/images/hit-images-final/artefacts/2409685.png,4
/data/images/hit-images-final/artefacts/1460388.png,4
/data/images/hit-images-final/artefacts/9487457.png,0
/data/images/hit-images-final/artefacts/9415653.png,3
/data/images/hit-images-final/artefacts/2411753.png,7
/data/images/hit-images-final/artefacts/2474691.png,6
/data/images/hit-images-final/artefacts/9423120.png,2
/data/images/hit-images-final/artefacts/1660683.png,2
/data/images/hit-images-final/artefacts/1643728.png,7
/data/images/hit-images-final/artefacts/2525838.png,8
/data/images/hit-images-final/artefacts/2546353.png,3
/data/images/hit-images-final/artefacts/2599731.png,3
/data/images/hit-images-final/artefacts/1667113.png,3
/data/images/hit-images-final/artefacts/9441982.png,0
/data/images/hit-images-final/artefacts/1627523.png,7
/data/images/hit-images-final/artefacts/9429380.png,8
/data/images/hit-images-final/artefacts/9487626.png,0
/data/images/hit-images-final/artefacts/9482038.png,0
/data/images/hit-images-final/artefacts/2498306.png,2
/data/images/hit-images-final/artefacts/2547980.png,2
/data/images/hit-images-final/artefacts/1667174.png,8
/data/images/hit-images-final/artefacts/9441926.png,0
/data/images/hit-images-final/artefacts/1460112.png,4
/data/images/hit-images-final/artefacts/9417751.png,0
/data/images/hit-images-final/artefacts/2534588.png,8
/data/images/hit-images-final/artefacts/2545365.png,6
/data/images/hit-images-final/artefacts/9417745.png,0
/data/images/hit-images-final/artefacts/9417779.png,0
/data/images/hit-images-final/artefacts/9425046.png,0
/data/images/hit-images-final/artefacts/1641414.png,7
/data/images/hit-images-final/artefacts/1642082.png,2
/data/images/hit-images-final/artefacts/9417625.png,0
/data/images/hit-images-final/artefacts/2581253.png,8
/data/images/hit-images-final/artefacts/9463826.png,0
/data/images/hit-images-final/artefacts/9417619.png,0
/data/images/hit-images-final/artefacts/9487593.png,0
/data/images/hit-images-final/artefacts/2546917.png,2
/data/images/hit-images-final/artefacts/2460046.png,3
/data/images/hit-images-final/artefacts/5237484.png,4
/data/images/hit-images-final/artefacts/9424947.png,0
/data/images/hit-images-final/artefacts/9425330.png,2
/data/images/hit-images-final/artefacts/2466153.png,7
/data/images/hit-images-final/artefacts/2466147.png,7
/data/images/hit-images-final/artefacts/1669950.png,8
/data/images/hit-images-final/artefacts/1669951.png,6
/data/images/hit-images-final/artefacts/5211132.png,4
/data/images/hit-images-final/artefacts/1637187.png,2
/data/images/hit-images-final/artefacts/2538774.png,3
/data/images/hit-images-final/artefacts/9486471.png,3
/data/images/hit-images-final/artefacts/9424946.png,0
/data/images/hit-images-final/artefacts/1637178.png,2
/data/images/hit-images-final/artefacts/9424952.png,0
/data/images/hit-images-final/artefacts/1666337.png,3
/data/images/hit-images-final/artefacts/2460053.png,3
/data/images/hit-images-final/artefacts/2450190.png,4
/data/images/hit-images-final/artefacts/1653165.png,8
/data/images/hit-images-final/artefacts/2460047.png,3
/data/images/hit-images-final/artefacts/2555759.png,4
/data/images/hit-images-final/artefacts/9417618.png,0
/data/images/hit-images-final/artefacts/1491263.png,4
/data/images/hit-images-final/artefacts/9421396.png,0
/data/images/hit-images-final/artefacts/9417624.png,0
/data/images/hit-images-final/artefacts/1641415.png,3
/data/images/hit-images-final/artefacts/2427536.png,4
/data/images/hit-images-final/artefacts/2500823.png,2
/data/images/hit-images-final/artefacts/9487380.png,0
/data/images/hit-images-final/artefacts/9425047.png,0
/data/images/hit-images-final/artefacts/9417778.png,0
/data/images/hit-images-final/artefacts/9487357.png,0
/data/images/hit-images-final/artefacts/10235948.png,8
/data/images/hit-images-final/artefacts/1460113.png,4
/data/images/hit-images-final/artefacts/2432339.png,7
/data/images/hit-images-final/artefacts/1667175.png,8
/data/images/hit-images-final/artefacts/1627545.png,2
/data/images/hit-images-final/artefacts/1667149.png,6
/data/images/hit-images-final/artefacts/9487627.png,0
/data/images/hit-images-final/artefacts/2498305.png,2
/data/images/hit-images-final/artefacts/9487625.png,0
/data/images/hit-images-final/artefacts/2547983.png,2
/data/images/hit-images-final/artefacts/9487619.png,0
/data/images/hit-images-final/artefacts/1441849.png,7
/data/images/hit-images-final/artefacts/9417593.png,0
/data/images/hit-images-final/artefacts/1460111.png,4
/data/images/hit-images-final/artefacts/2559029.png,2
/data/images/hit-images-final/artefacts/9487355.png,0
/data/images/hit-images-final/artefacts/2535681.png,2
/data/images/hit-images-final/artefacts/9417746.png,0
/data/images/hit-images-final/artefacts/9417752.png,0
/data/images/hit-images-final/artefacts/1646393.png,6
/data/images/hit-images-final/artefacts/2427534.png,4
/data/images/hit-images-final/artefacts/9425045.png,0
/data/images/hit-images-final/artefacts/9487382.png,0
/data/images/hit-images-final/artefacts/9463776.png,0
/data/images/hit-images-final/artefacts/1641417.png,7
/data/images/hit-images-final/artefacts/9417626.png,0
/data/images/hit-images-final/artefacts/2508448.png,7
/data/images/hit-images-final/artefacts/9433974.png,2
/data/images/hit-images-final/artefacts/2408448.png,6
/data/images/hit-images-final/artefacts/2460051.png,3
/data/images/hit-images-final/artefacts/2407974.png,4
/data/images/hit-images-final/artefacts/2546928.png,2
/data/images/hit-images-final/artefacts/2542019.png,4
/data/images/hit-images-final/artefacts/9424950.png,0
/data/images/hit-images-final/artefacts/9486467.png,3
/data/images/hit-images-final/artefacts/2581708.png,4
/data/images/hit-images-final/artefacts/9465071.png,8
/data/images/hit-images-final/artefacts/1669953.png,4
/data/images/hit-images-final/artefacts/9424763.png,0
/data/images/hit-images-final/artefacts/1637185.png,2
/data/images/hit-images-final/artefacts/2466150.png,7
/data/images/hit-images-final/artefacts/1669947.png,6
/data/images/hit-images-final/artefacts/9424776.png,0
/data/images/hit-images-final/artefacts/2466151.png,7
/data/images/hit-images-final/artefacts/1669952.png,8
/data/images/hit-images-final/artefacts/2466145.png,7
/data/images/hit-images-final/artefacts/2581709.png,4
/data/images/hit-images-final/artefacts/1665629.png,3
/data/images/hit-images-final/artefacts/9466021.png,8
/data/images/hit-images-final/artefacts/2546929.png,2
/data/images/hit-images-final/artefacts/2546915.png,2
/data/images/hit-images-final/artefacts/9487591.png,0
/data/images/hit-images-final/artefacts/2561400.png,6
/data/images/hit-images-final/artefacts/2508449.png,2
/data/images/hit-images-final/artefacts/1667200.png,6
/data/images/hit-images-final/artefacts/1459424.png,4
/data/images/hit-images-final/artefacts/2561399.png,6
/data/images/hit-images-final/artefacts/2521795.png,4
/data/images/hit-images-final/artefacts/9487220.png,8
/data/images/hit-images-final/artefacts/1641416.png,7
/data/images/hit-images-final/artefacts/9487383.png,0
/data/images/hit-images-final/artefacts/2427535.png,4
/data/images/hit-images-final/artefacts/9487368.png,0
/data/images/hit-images-final/artefacts/9417753.png,0
/data/images/hit-images-final/artefacts/9487354.png,0
/data/images/hit-images-final/artefacts/2559028.png,2
/data/images/hit-images-final/artefacts/2539904.png,4
/data/images/hit-images-final/artefacts/9417747.png,0
/data/images/hit-images-final/artefacts/2535680.png,2
/data/images/hit-images-final/artefacts/9423179.png,8
/data/images/hit-images-final/artefacts/1441848.png,4
/data/images/hit-images-final/artefacts/9417592.png,0
/data/images/hit-images-final/artefacts/2547982.png,2
/data/images/hit-images-final/artefacts/9482012.png,0
/data/images/hit-images-final/artefacts/2498462.png,6
/data/images/hit-images-final/artefacts/9424809.png,0
/data/images/hit-images-final/artefacts/2555366.png,6
/data/images/hit-images-final/artefacts/1460114.png,4
/data/images/hit-images-final/artefacts/1643985.png,7
/data/images/hit-images-final/artefacts/9417596.png,0
/data/images/hit-images-final/artefacts/1646631.png,2
/data/images/hit-images-final/artefacts/9417757.png,0
/data/images/hit-images-final/artefacts/9442018.png,8
/data/images/hit-images-final/artefacts/2479317.png,2
/data/images/hit-images-final/artefacts/1476574.png,4
/data/images/hit-images-final/artefacts/9424376.png,4
/data/images/hit-images-final/artefacts/9466145.png,4
/data/images/hit-images-final/artefacts/1641412.png,7
/data/images/hit-images-final/artefacts/10231268.png,8
/data/images/hit-images-final/artefacts/2500824.png,2
/data/images/hit-images-final/artefacts/9417780.png,0
/data/images/hit-images-final/artefacts/2500830.png,2
/data/images/hit-images-final/artefacts/5286936.png,6
/data/images/hit-images-final/artefacts/9481655.png,8
/data/images/hit-images-final/artefacts/2525285.png,8
/data/images/hit-images-final/artefacts/9417623.png,0
/data/images/hit-images-final/artefacts/9421391.png,0
/data/images/hit-images-final/artefacts/1657489.png,8
/data/images/hit-images-final/artefacts/2498937.png,4
/data/images/hit-images-final/artefacts/2460054.png,3
/data/images/hit-images-final/artefacts/9417838.png,0
/data/images/hit-images-final/artefacts/2480188.png,8
/data/images/hit-images-final/artefacts/9486476.png,6
/data/images/hit-images-final/artefacts/9418712.png,8
/data/images/hit-images-final/artefacts/2432510.png,7
/data/images/hit-images-final/artefacts/2437468.png,6
/data/images/hit-images-final/artefacts/2466141.png,3
/data/images/hit-images-final/artefacts/1637180.png,2
/data/images/hit-images-final/artefacts/2538773.png,7
/data/images/hit-images-final/artefacts/2476408.png,8
/data/images/hit-images-final/artefacts/9415587.png,5
/data/images/hit-images-final/artefacts/5296073.png,8
/data/images/hit-images-final/artefacts/9421637.png,0
/data/images/hit-images-final/artefacts/2476409.png,8
/data/images/hit-images-final/artefacts/2538772.png,2
/data/images/hit-images-final/artefacts/5284305.png,6
/data/images/hit-images-final/artefacts/2466154.png,7
/data/images/hit-images-final/artefacts/1637181.png,8
/data/images/hit-images-final/artefacts/9424773.png,0
/data/images/hit-images-final/artefacts/2545955.png,4
/data/images/hit-images-final/artefacts/2466140.png,7
/data/images/hit-images-final/artefacts/2432511.png,3
/data/images/hit-images-final/artefacts/1423831.png,4
/data/images/hit-images-final/artefacts/2452971.png,8
/data/images/hit-images-final/artefacts/2480189.png,8
/data/images/hit-images-final/artefacts/9417839.png,0
/data/images/hit-images-final/artefacts/1625977.png,2
/data/images/hit-images-final/artefacts/2460069.png,6
/data/images/hit-images-final/artefacts/1619718.png,7
/data/images/hit-images-final/artefacts/2498936.png,4
/data/images/hit-images-final/artefacts/9487231.png,8
/data/images/hit-images-final/artefacts/9417622.png,0
/data/images/hit-images-final/artefacts/9433970.png,8
/data/images/hit-images-final/artefacts/2535901.png,6
/data/images/hit-images-final/artefacts/1628274.png,2
/data/images/hit-images-final/artefacts/9463835.png,0
/data/images/hit-images-final/artefacts/2559944.png,6
/data/images/hit-images-final/artefacts/9417781.png,0
/data/images/hit-images-final/artefacts/2500825.png,2
/data/images/hit-images-final/artefacts/9424377.png,4
/data/images/hit-images-final/artefacts/5211242.png,4
/data/images/hit-images-final/artefacts/1641413.png,7
/data/images/hit-images-final/artefacts/9463982.png,0
/data/images/hit-images-final/artefacts/9416448.png,8
/data/images/hit-images-final/artefacts/2539901.png,4
/data/images/hit-images-final/artefacts/9487379.png,0
/data/images/hit-images-final/artefacts/2559005.png,7
/data/images/hit-images-final/artefacts/9417597.png,0
/data/images/hit-images-final/artefacts/1643984.png,7
/data/images/hit-images-final/artefacts/9463202.png,4
/data/images/hit-images-final/artefacts/9441935.png,0
/data/images/hit-images-final/artefacts/9487806.png,8
/data/images/hit-images-final/artefacts/2453925.png,8
/data/images/hit-images-final/artefacts/2521380.png,7
/data/images/hit-images-final/artefacts/9424808.png,0
/data/images/hit-images-final/artefacts/1667173.png,8
/data/images/hit-images-final/artefacts/9466385.png,5
/data/images/hit-images-final/artefacts/1426183.png,7
/data/images/hit-images-final/artefacts/9465842.png,4
/data/images/hit-images-final/artefacts/9487623.png,0
/data/images/hit-images-final/artefacts/1460117.png,1
/data/images/hit-images-final/artefacts/10219929.png,2
/data/images/hit-images-final/artefacts/2523556.png,6
/data/images/hit-images-final/artefacts/9417595.png,0
/data/images/hit-images-final/artefacts/2410188.png,7
/data/images/hit-images-final/artefacts/9438204.png,8
/data/images/hit-images-final/artefacts/9417768.png,0
/data/images/hit-images-final/artefacts/9417754.png,0
/data/images/hit-images-final/artefacts/1617864.png,4
/data/images/hit-images-final/artefacts/9487353.png,0
/data/images/hit-images-final/artefacts/9489395.png,8
/data/images/hit-images-final/artefacts/1641411.png,7
/data/images/hit-images-final/artefacts/5214462.png,4
/data/images/hit-images-final/artefacts/9417783.png,0
/data/images/hit-images-final/artefacts/5206853.png,4
/data/images/hit-images-final/artefacts/9417620.png,0
/data/images/hit-images-final/artefacts/9464802.png,0
/data/images/hit-images-final/artefacts/1642078.png,2
/data/images/hit-images-final/artefacts/9463604.png,8
/data/images/hit-images-final/artefacts/1625975.png,2
/data/images/hit-images-final/artefacts/9419433.png,8
/data/images/hit-images-final/artefacts/9421609.png,0
/data/images/hit-images-final/artefacts/2432513.png,7
/data/images/hit-images-final/artefacts/2426566.png,4
/data/images/hit-images-final/artefacts/2545957.png,2
/data/images/hit-images-final/artefacts/2538770.png,7
/data/images/hit-images-final/artefacts/9465063.png,8
/data/images/hit-images-final/artefacts/2538771.png,7
/data/images/hit-images-final/artefacts/2432512.png,3
/data/images/hit-images-final/artefacts/9424764.png,0
/data/images/hit-images-final/artefacts/2545956.png,4
/data/images/hit-images-final/artefacts/9424770.png,0
/data/images/hit-images-final/artefacts/9441842.png,0
/data/images/hit-images-final/artefacts/2466157.png,7
/data/images/hit-images-final/artefacts/9424943.png,8
/data/images/hit-images-final/artefacts/9457985.png,8
/data/images/hit-images-final/artefacts/2534349.png,3
/data/images/hit-images-final/artefacts/2460056.png,3
/data/images/hit-images-final/artefacts/5253112.png,4
/data/images/hit-images-final/artefacts/1642079.png,2
/data/images/hit-images-final/artefacts/9417621.png,0
/data/images/hit-images-final/artefacts/2549598.png,6
/data/images/hit-images-final/artefacts/9417782.png,0
/data/images/hit-images-final/artefacts/2500826.png,2
/data/images/hit-images-final/artefacts/1683745.png,2
/data/images/hit-images-final/artefacts/9417769.png,0
/data/images/hit-images-final/artefacts/2559006.png,7
/data/images/hit-images-final/artefacts/2516711.png,8
/data/images/hit-images-final/artefacts/9487193.png,8
/data/images/hit-images-final/artefacts/2475063.png,6
/data/images/hit-images-final/artefacts/9417594.png,0
/data/images/hit-images-final/artefacts/1460116.png,4
/data/images/hit-images-final/artefacts/2432466.png,7
/data/images/hit-images-final/artefacts/9412349.png,2
/data/images/hit-images-final/artefacts/2599752.png,3
/data/images/hit-images-final/artefacts/9417572.png,0
/data/images/hit-images-final/artefacts/9465866.png,8
/data/images/hit-images-final/artefacts/9482031.png,0
/data/images/hit-images-final/artefacts/2497028.png,2
/data/images/hit-images-final/artefacts/9463230.png,8
/data/images/hit-images-final/artefacts/1487780.png,4
/data/images/hit-images-final/artefacts/10219931.png,3
/data/images/hit-images-final/artefacts/2410190.png,7
/data/images/hit-images-final/artefacts/9485951.png,8
/data/images/hit-images-final/artefacts/1441843.png,7
